sample_id,sample_labid,sample_sequenceid,duplicate_id,extraction_date,sample_tissuetype,sample_buffer,country,lateral_flow_test,dfat_result,diagnostic_result,test_centre,ngs_runid,ngs_rundate,ngs_location,ngs_platform,nanopore_platform,ngs_flowcell,ngs_prep,ngs_barcode,extraction_pass,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,consensus_coverage
,NC_extraction_RITM_20_May_25,NC_extraction_RITM_20_May_25,1,20 May 2025,,,,,,,,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode70,pass,5,3,0.3290311767,0.6916909055,0,0,2,2389,0,0,0,-10
,NC_cDNA_RITM_29_May_2025,NC_cDNA_RITM_29_May_2025,1,,,,,,,,,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode71,pass,4,2,0.1378645659,0.4823785108,0,0,2,966,0,0,0,-10
,NC_PCR_RITM_29_May_2025,NC_PCR_RITM_29_May_2025,1,,,,,,,,,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode72,pass,6,4,0.4105766007,0.6638267333,0,0,2,3714,0,0,0,-10
M-103,RADDL4B-24-105,RADDL4B-24-105_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode45,pass,5153,4796,222.7593027,289.9279664,136,0,1757,11895,11883,11580,7351,10635
M-105,RADDL4B-24-107,RADDL4B-24-107_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode46,pass,6030,5529,256.9092357,313.6388823,165,0,1770,11887,11883,11646,7700,11339
M-111,RADDL4B-24-125,RADDL4B-24-125_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode49,pass,8259,7651,382.7361716,429.4233705,257,0,2572,11888,11886,11881,10625,11779
M-113,RADDL4B-24-127,RADDL4B-24-127_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode50,pass,6711,6354,284.2085987,355.758561,177,0,1999,11886,11885,11845,8314,11582
M-115,RADDL4B-24-129,RADDL4B-24-129_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode51,pass,3571,3103,133.1999665,150.6434056,82,0,786,11886,11882,11000,5095,8479
M-12,RADDL4B-23-084,RADDL4B-23-084_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode29,pass,3080,2713,128.2756453,139.1113849,77,0,805,11886,11881,10936,4561,10106
M-133,RADDL4B-24-182,RADDL4B-24-182_2,RADDL4B-24-182,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode60,pass,1157,994,34.98483071,61.75118057,13,0,305,10004,7284,4500,1106,2846
M-133,RADDL4B-24-182,RADDL4B-24-182,RADDL4B-24-182_2,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode57,pass,2610,2337,83.74530674,99.32330804,52,0,532,11683,11374,9605,3039,6970
M-14,RADDL4B-23-089,RADDL4B-23-089_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode30,pass,11144,10162,431.1773383,487.1079294,264.5,0,2476,11902,11887,11859,10118,11347
M-15,RADDL4B-23-092,RADDL4B-23-092_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode32,pass,9588,9133,365.7771539,449.1011564,213,0,2270,11887,11886,11721,8784,11344
M-16,RADDL4B-23-096,RADDL4B-23-096_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode34,pass,2943,2624,94.39063024,128.0067582,55,0,780,11681,11406,9482,3755,8019
M-21,RADDL4B-23-094,RADDL4B-23-094_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode33,pass,7468,7075,280.8203151,393.9743613,135,0,2073,11896,11882,11439,7571,10914
M-34,RADDL4B-24-013,RADDL4B-24-013_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode37,pass,10241,9403,350.6740697,467.7431268,182,0,2416,11888,11885,11511,8082,11340
M-4,RADDL4B-23-065,RADDL4B-23-065_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode27,pass,1881,1639,65.36347637,80.23075565,37,0,405,11893,11688,8246,2146,5776
M-49,RADDL4B-24-030,RADDL4B-24-030_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode38,pass,17832,16951,682.9067214,911.0343916,369,0,4702,11896,11887,11882,10930,11783
M-62,RADDL4B-24-048,RADDL4B-24-048_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode39,pass,9234,8522,361.4364733,465.2007231,193,0,2495,11887,11883,11880,8659,11333
M-7,RADDL4B-23-069,RADDL4B-23-069_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode28,pass,2220,1995,83.54307744,92.26238074,56,0,487,11887,11831,10305,2793,8222
M-74,RADDL4B-24-062,RADDL4B-24-062_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode41,pass,7039,6465,255.8261817,327.0085583,143,0,1594,11889,11885,11503,7233,10769
M-90,RADDL4B-24-083,RADDL4B-24-083_3_2,RADDL4B-24-083_3,16 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode59,pass,1855,1432,63.11657727,65.26679856,34,0,289,11717,11298,7856,2851,5313
M-90,RADDL4B-24-083,RADDL4B-24-083_3,RADDL4B-24-083_3_2,16 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode56,pass,8709,7832,315.5778579,286.6237773,240,0,1248,11896,11885,11664,8698,10839
,NC_extraction_RITM_26_Jun_25,NC_extraction_RITM_26_Jun_25,1,26 Jun 2025,,,,,,,,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode61,pass,0,0,0,0,0,0,0,0,-10,0,0,0
,NC_extraction_RITM_27_Jun_25,NC_extraction_RITM_27_Jun_25,1,27 Jun 2025,,,,,,,,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode62,pass,3,2,0.2539389876,0.6145884446,0,0,2,1907,0,0,0,-10
,NC_cDNA_RITM_02_Jul_25,NC_cDNA_RITM_02_Jul_25,1,,,,,,,,,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode63,pass,10,9,0.2867918203,1.422032836,0,0,9,786,367,0,0,-10
,NC_PCR_RITM_02_Jul_25,NC_PCR_RITM_02_Jul_25,1,,,,,,,,,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode64,pass,21,9,0.8397586322,1.11592801,0,0,4,4931,0,0,0,-10
OM-40,RADDL4B-23-064,RADDL4B-23-064_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode26,pass,4781,4236,160.2914013,157.3518048,95,0,657,11888,11730,11319,5684,9496
OM-42,RADDL4B-23-091,RADDL4B-23-091_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode31,pass,4193,3640,151.0670466,172.9003904,75,0,946,11889,11885,11472,4951,9772
OM-43,RADDL4B-24-005,RADDL4B-24-005_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode35,pass,4057,3646,157.1515253,204.993752,98,0,1259,11889,11883,11507,5923,9738
OM-45,RADDL4B-24-007,RADDL4B-24-007_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode36,pass,16235,14828,594.1454073,724.880301,304,0,3481,11895,11886,11881,10791,11577
OM-57,RADDL4B-24-052,RADDL4B-24-052_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode40,pass,14386,13195,565.8188066,729.9890576,306.5,0,3620,11894,11886,11882,9783,11793
OM-58,RADDL4B-24-080,RADDL4B-24-080_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode42,pass,7138,6518,302.0790312,416.5559868,164,0,2669,11894,11885,11848,8810,11580
OM-61,RADDL4B-24-093,RADDL4B-24-093_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode43,pass,7559,7199,312.2142139,436.2329101,166,0,2503,11890,11886,11850,8153,11794
OM-63,RADDL4B-24-108,RADDL4B-24-108_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode47,pass,5614,5098,198.1816963,254.4957538,112,0,1172,11888,11886,11310,6828,10099
OM-71,RADDL4B-24-132,RADDL4B-24-132_2,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode52,pass,1548,1314,63.3790647,66.00215534,37,0,317,11887,11707,8671,2343,6860
OM-74,RADDL4B-24-161,RADDL4B-24-161_2,1,27 Jun 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode53,pass,4501,3991,163.9736004,168.5249885,107,0,830,11889,11886,11597,6312,9991
OM-75,RADDL4B-24-162,RADDL4B-24-162_2,1,27 Jun 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode54,pass,1757,1460,65.99312772,72.7515232,42,0,400,11884,11874,9469,1861,6639
R-53,RADDL4B-23-037,RADDL4B-23-037_2,1,26 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode25,pass,3914,3477,145.7794167,153.9687036,83,0,808,11891,11884,11439,5408,10000
R-72,RADDL4B-23-103,RADDL4B-23-103_2,RADDL4B-23-103_2_2,28 Feb 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode55,pass,2452,2161,93.80766007,79.16113369,80,0,420,11886,11634,10111,4582,8429
R-72,RADDL4B-23-103,RADDL4B-23-103_2_2,RADDL4B-23-103_2,28 Feb 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode58,pass,7970,7501,357.7096044,375.5200138,223,0,1708,11894,11886,11526,8994,11164
R-74,RADDL4B-23-107,RADDL4B-23-107,1,27 Jun 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run6,03 July 2025,Philippines,Nanopore,Minion,FAY28401,Amplicon,barcode44,pass,2426,2129,114.7329869,123.7252639,79,0,791,11887,11880,10665,4881,9355
H17-001,H17-001,H17-001,1,19 Mar 2025,saliva,None,Philippines,,,positive,RITM,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode36,,1180,1061,39.76600738,55.42239619,13,0,271,11353,10502,4963,1464,3554
H18-021,H18-021,H18-021,1,19 Mar 2025,saliva,None,Philippines,,,positive,RITM,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode37,,204,161,7.108615488,9.008015849,3,0,40,9501,4865,1385,0,310
H-21-002,H-21-002,H-21-002,1,,Saliva,None,Philippines,,,positive,RITM,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode65,pass,1121,992,35.96287295,62.19283251,19,0,390,11513,10012,5758,450,4148
H-21-005,H-21-005,H-21-005,1,,Saliva,None,Philippines,,,positive,RITM,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode68,pass,2256,2071,72.40160912,136.395229,29,0,824,11501,10420,7563,2265,5393
H-22-006,H-22-006,H-22-006,1,,Saliva,None,Philippines,,,positive,RITM,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode69,pass,254,209,8.163342273,12.63683514,4,0,75,10237,5540,1444,0,630
H-25-18_saliva,H-25-18-1,H-25-18-1,1,,Saliva,None,Philippines,,,positive,RITM,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode66,pass,374,299,11.86314113,13.78820576,8,0,79,10971,7242,2447,0,1224
H-25-18_skin,H-25-18-2,H-25-18-2,1,,Skin,None,Philippines,,,positive,RITM,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode67,pass,955,866,30.9389876,40.5471831,12,0,248,10764,9244,4914,546,3626
